courseCode,teacherID,hours
I-7170,19900309-0255,88.0
I-7170,19911030-0363,133.0
I-7171,19630426-0135,253.0
I-7171,19780829-0224,100.0
I-7171,19930926-0386,137.0
I-7171,19910430-0390,145.0
I-7172,19600630-0020,287.0
I-7172,19750702-0234,158.0
I-7172,19900614-0263,122.0
I-7173,19631213-0144,293.0
I-7173,19790711-0182,94.0
I-7173,19910103-0368,80.0
I-7173,19900521-0298,130.0
I-7173,19920902-0296,86.0
I-7174,19560607-0120,255.0
I-7174,19760424-0220,150.0
I-7174,19930409-0309,114.0
I-7174,19910608-0275,121.0
I-7174,19910609-0354,125.0
I-7175,19660329-0093,222.0
I-7175,19780603-0204,112.0
I-7175,19910412-0243,160.0
I-7176,19580826-0006,252.0
I-7176,19770212-0168,134.0
I-7176,19901114-0331,122.0
I-7176,19930406-0371,143.0
I-7176,19930505-0314,128.0
I-7177,19660329-0093,298.0
I-7177,19790903-0229,107.0
I-7177,19931011-0322,121.0
I-7178,19600415-0028,279.0
I-7178,19750702-0234,155.0
I-7178,19920421-0387,111.0
I-7179,19580826-0006,253.0
I-7179,19781121-0159,84.0
I-7179,19900216-0277,107.0
I-7180,19691215-0071,271.0
I-7180,19780409-0209,85.0
I-7180,19930906-0361,105.0
I-7181,19560102-0063,250.0
I-7181,19751107-0152,110.0
I-7181,19920218-0266,115.0
I-7182,19660217-0133,269.0
I-7182,19760902-0214,118.0
I-7182,19930904-0283,86.0
I-7182,19930124-0273,133.0
I-7182,19931209-0335,133.0
I-7183,19580922-0131,225.0
I-7183,19790129-0233,157.0
I-7183,19910227-0301,117.0
I-7183,19920527-0260,90.0
I-7183,19931028-0303,146.0
I-7184,19631213-0144,271.0
I-7184,19790526-0219,148.0
I-7184,19930218-0271,96.0
I-7184,19930913-0358,111.0
I-7185,19650728-0047,271.0
I-7185,19790813-0198,80.0
I-7185,19901026-0369,131.0
I-7185,19900223-0251,81.0
I-7186,19610502-0010,293.0
I-7186,19770219-0187,120.0
I-7186,19911030-0363,151.0
I-7186,19921020-0378,88.0
I-7187,19620228-0042,256.0
I-7187,19771213-0157,94.0
I-7187,19930528-0342,123.0
I-7188,19670913-0054,231.0
I-7188,19750426-0230,108.0
I-7188,19900515-0374,135.0
I-7189,19560321-0031,243.0
I-7189,19760323-0201,133.0
I-7189,19921230-0327,131.0
I-7189,19910721-0295,102.0
I-7190,19610502-0010,281.0
I-7190,19780725-0206,125.0
I-7190,19900521-0298,103.0
I-7190,19901110-0249,121.0
I-7190,19900228-0341,134.0
I-7191,19601109-0066,244.0
I-7191,19790214-0226,144.0
I-7191,19920902-0296,134.0
I-7191,19901025-0328,113.0
I-7192,19680210-0129,288.0
I-7192,19790711-0182,95.0
I-7192,19910111-0323,149.0
I-7193,19681228-0077,260.0
I-7193,19750220-0169,100.0
I-7193,19921013-0274,124.0
I-7194,19630219-0019,250.0
I-7194,19780326-0162,132.0
I-7194,19931213-0380,156.0
I-7195,19670223-0014,242.0
I-7195,19790510-0202,109.0
I-7195,19920127-0376,112.0
I-7195,19930528-0342,127.0
I-7195,19910408-0250,142.0
I-7196,19661101-0142,270.0
I-7196,19781230-0194,86.0
I-7196,19930409-0309,116.0
I-7197,19570303-0075,268.0
I-7197,19780603-0204,112.0
I-7197,19920527-0260,96.0
I-7197,19911222-0246,84.0
I-7197,19910610-0276,131.0
I-7198,19670827-0016,249.0
I-7198,19790510-0202,124.0
I-7198,19931209-0335,94.0
I-7199,19610904-0043,270.0
I-7199,19770310-0188,118.0
I-7199,19920715-0337,135.0
I-7199,19930528-0342,81.0
I-7200,19670320-0110,297.0
I-7200,19770219-0187,111.0
I-7200,19920512-0320,112.0
I-7200,19901110-0249,117.0
I-7200,19930607-0308,129.0
I-7201,19550826-0076,267.0
I-7201,19781013-0186,106.0
I-7201,19910111-0323,110.0
I-7201,19930421-0304,106.0
I-7201,19901026-0369,154.0
I-7202,19690729-0051,244.0
I-7202,19751128-0211,98.0
I-7202,19910607-0284,118.0
I-7203,19671219-0097,274.0
I-7203,19751014-0191,129.0
I-7203,19930421-0304,99.0
I-7203,19910528-0269,81.0
I-7203,19930130-0359,132.0
I-7204,19550826-0076,279.0
I-7204,19760101-0164,129.0
I-7204,19910610-0276,144.0
I-7204,19920408-0343,120.0
I-7205,19550512-0123,280.0
I-7205,19760411-0165,123.0
I-7205,19930421-0304,124.0
I-7205,19910406-0302,140.0
I-7205,19900515-0374,103.0
I-7206,19660630-0141,237.0
I-7206,19770905-0199,159.0
I-7206,19911026-0348,92.0
I-7206,19930727-0258,118.0
I-7206,19910803-0281,129.0
I-7207,19550523-0044,242.0
I-7207,19780210-0154,155.0
I-7207,19920909-0316,139.0
I-7207,19920430-0253,97.0
I-7207,19911026-0348,113.0
I-7208,19661101-0142,262.0
I-7208,19750630-0161,115.0
I-7208,19930906-0361,148.0
I-7209,19550826-0076,260.0
I-7209,19750319-0156,122.0
I-7209,19920421-0387,119.0
I-7209,19921013-0274,113.0
I-7209,19900614-0263,118.0
I-7210,19630426-0135,263.0
I-7210,19761107-0217,131.0
I-7210,19930409-0321,140.0
I-7211,19550419-0012,267.0
I-7211,19750130-0240,149.0
I-7211,19910608-0275,135.0
I-7212,19580816-0057,240.0
I-7212,19750130-0240,118.0
I-7212,19930727-0258,93.0
I-7213,19650814-0090,280.0
I-7213,19770212-0168,137.0
I-7213,19900416-0384,144.0
I-7214,19640301-0074,260.0
I-7214,19750615-0231,109.0
I-7214,19900223-0251,157.0
I-7215,19681130-0059,271.0
I-7215,19760106-0153,159.0
I-7215,19910607-0284,113.0
I-7216,19680216-0088,263.0
I-7216,19750701-0238,153.0
I-7216,19910610-0276,132.0
I-7216,19921121-0307,82.0
I-7217,19560607-0120,242.0
I-7217,19770222-0184,80.0
I-7217,19901126-0278,123.0
I-7218,19630716-0117,272.0
I-7218,19760106-0153,127.0
I-7218,19900216-0277,100.0
I-7218,19930329-0367,143.0
I-7218,19910528-0269,103.0
I-7219,19580922-0131,252.0
I-7219,19771104-0213,95.0
I-7219,19920921-0311,160.0
I-7219,19930401-0254,117.0
I-7219,19930218-0271,110.0
I-7220,19590109-0003,278.0
I-7220,19790214-0226,136.0
I-7220,19910721-0295,122.0
I-7220,19921114-0377,124.0
I-7221,19591120-0053,263.0
I-7221,19750730-0223,102.0
I-7221,19901109-0288,109.0
I-7221,19910609-0354,100.0
I-7221,19900521-0332,112.0
I-7222,19640308-0078,220.0
I-7222,19750730-0223,93.0
I-7222,19910609-0354,136.0
I-7222,19931222-0324,124.0
I-7223,19630523-0038,241.0
I-7223,19770421-0176,140.0
I-7223,19920531-0346,139.0
I-7224,19570303-0075,257.0
I-7224,19780210-0175,126.0
I-7224,19920723-0242,109.0
I-7224,19911106-0344,110.0
I-7225,19551112-0017,251.0
I-7225,19781125-0171,106.0
I-7225,19910505-0351,118.0
I-7226,19591012-0095,265.0
I-7226,19761023-0190,114.0
I-7226,19901114-0331,125.0
I-7227,19680807-0024,295.0
I-7227,19790711-0182,97.0
I-7227,19930401-0254,117.0
I-7228,19690729-0051,283.0
I-7228,19790106-0160,156.0
I-7228,19911021-0244,151.0
I-7229,19640131-0002,235.0
I-7229,19760710-0210,119.0
I-7229,19920427-0252,112.0
I-7230,19581225-0125,244.0
I-7230,19781125-0171,114.0
I-7230,19900202-0287,132.0
I-7230,19910213-0264,80.0
I-7231,19670320-0110,240.0
I-7231,19750701-0238,134.0
I-7231,19901025-0328,132.0
I-7232,19601225-0079,287.0
I-7232,19780814-0200,108.0
I-7232,19930913-0358,110.0
I-7233,19580826-0006,220.0
I-7233,19790903-0229,150.0
I-7233,19920309-0349,85.0
I-7233,19930406-0371,155.0
I-7234,19630716-0117,248.0
I-7234,19750630-0161,109.0
I-7234,19920421-0387,158.0
I-7234,19920531-0346,102.0
I-7234,19930501-0333,118.0
I-7235,19660422-0098,252.0
I-7235,19790129-0233,126.0
I-7235,19930409-0309,125.0
I-7235,19931209-0335,145.0
I-7236,19631230-0070,250.0
I-7236,19760710-0210,132.0
I-7236,19911223-0300,123.0
I-7237,19570408-0107,256.0
I-7237,19790727-0212,100.0
I-7237,19900801-0261,109.0
I-7237,19920803-0357,138.0
I-7238,19570412-0099,223.0
I-7238,19750813-0225,144.0
I-7238,19921024-0306,136.0
I-7238,19900719-0272,101.0
I-7239,19570408-0107,253.0
I-7239,19760404-0180,83.0
I-7239,19931222-0324,136.0
I-7239,19910213-0264,147.0
I-7239,19920508-0370,123.0
I-7240,19560123-0039,230.0
I-7240,19780326-0162,95.0
I-7240,19901110-0249,139.0
I-7240,19930409-0321,101.0
I-7240,19920921-0268,157.0
I-7241,19630219-0019,259.0
I-7241,19770219-0187,120.0
I-7241,19930409-0309,119.0
I-7242,19640301-0074,259.0
I-7242,19770905-0199,120.0
I-7242,19931205-0373,134.0
I-7243,19580621-0026,243.0
I-7243,19790526-0219,110.0
I-7243,19930913-0358,121.0
I-7243,19930820-0313,156.0
I-7243,19930329-0367,121.0
I-7244,19581225-0125,228.0
I-7244,19770421-0177,127.0
I-7244,19910702-0389,114.0
I-7245,19690729-0051,281.0
I-7245,19770421-0176,157.0
I-7245,19910111-0323,109.0
I-7246,19560728-0119,240.0
I-7246,19770913-0179,111.0
I-7246,19930913-0358,84.0
I-7246,19920101-0355,130.0
I-7247,19561109-0064,263.0
I-7247,19770502-0170,147.0
I-7247,19910721-0295,130.0
I-7247,19931212-0293,100.0
I-7248,19600219-0015,245.0
I-7248,19780210-0175,121.0
I-7248,19920218-0266,131.0
I-7248,19930509-0345,106.0
I-7249,19630212-0096,268.0
I-7249,19750309-0236,145.0
I-7249,19930628-0364,129.0
I-7250,19560123-0039,254.0
I-7250,19790711-0182,90.0
I-7250,19920715-0337,127.0
I-7251,19660329-0093,292.0
I-7251,19750130-0240,143.0
I-7251,19921222-0299,102.0
I-7251,19921020-0378,99.0
I-7252,19560725-0061,269.0
I-7252,19760106-0153,113.0
I-7252,19931028-0303,120.0
I-7253,19551224-0080,238.0
I-7253,19770502-0170,120.0
I-7253,19900506-0329,141.0
I-7253,19931028-0303,118.0
I-7254,19650225-0118,269.0
I-7254,19761126-0183,133.0
I-7254,19901025-0328,139.0
I-7254,19930727-0258,135.0
I-7255,19620207-0033,256.0
I-7255,19780829-0224,106.0
I-7255,19910926-0315,126.0
I-7255,19910303-0245,101.0
I-7255,19901025-0328,155.0
I-7256,19600315-0045,267.0
I-7256,19770222-0184,124.0
I-7256,19910609-0354,149.0
I-7256,19920101-0355,119.0
I-7256,19910803-0281,95.0
I-7257,19620228-0042,271.0
I-7257,19771115-0203,160.0
I-7257,19920218-0266,105.0
I-7258,19580816-0057,246.0
I-7258,19770519-0215,115.0
I-7258,19920715-0325,127.0
I-7258,19930501-0333,116.0
I-7259,19680307-0062,277.0
I-7259,19770913-0179,146.0
I-7259,19930124-0273,141.0
I-7260,19560228-0121,234.0
I-7260,19791210-0189,94.0
I-7260,19920418-0262,117.0
I-7260,19931213-0380,104.0
I-7261,19551006-0084,267.0
I-7261,19790227-0181,113.0
I-7261,19910609-0354,119.0
I-7261,19911030-0363,139.0
I-7262,19591120-0053,299.0
I-7262,19760710-0210,139.0
I-7262,19921013-0372,127.0
I-7262,19920527-0260,139.0
I-7263,19550828-0055,277.0
I-7263,19770519-0215,102.0
I-7263,19911222-0246,102.0
I-7264,19600924-0083,294.0
I-7264,19780513-0222,100.0
I-7264,19930618-0289,146.0
I-7264,19920418-0262,124.0
I-7265,19551224-0080,272.0
I-7265,19780326-0162,102.0
I-7265,19900830-0305,136.0
I-7265,19901114-0331,129.0
I-7265,19910528-0269,109.0
I-7266,19680813-0126,244.0
I-7266,19790227-0181,103.0
I-7266,19930329-0367,108.0
I-7266,19910103-0368,97.0
I-7267,19670827-0016,247.0
I-7267,19761215-0239,143.0
I-7267,19921020-0378,126.0
I-7268,19570730-0081,247.0
I-7268,19750330-0155,133.0
I-7268,19910207-0290,129.0
I-7269,19630219-0019,239.0
I-7269,19770913-0179,93.0
I-7269,19931205-0373,85.0
I-7270,19650814-0115,237.0
I-7270,19770310-0188,103.0
I-7270,19930505-0314,145.0
I-7270,19900309-0255,103.0
I-7271,19570727-0040,286.0
I-7271,19770619-0167,158.0
I-7271,19930205-0247,128.0
I-7271,19911222-0246,134.0
I-7271,19901221-0339,132.0
I-7272,19641017-0004,244.0
I-7272,19790227-0208,133.0
I-7272,19931212-0293,125.0
I-7272,19910207-0290,89.0
I-7273,19630219-0019,273.0
I-7273,19790106-0160,92.0
I-7273,19901126-0278,133.0
I-7274,19671219-0097,269.0
I-7274,19761107-0217,104.0
I-7274,19921130-0317,112.0
I-7275,19670315-0036,243.0
I-7275,19791228-0227,135.0
I-7275,19910505-0351,107.0
I-7275,19920727-0356,108.0
I-7275,19921230-0327,134.0
I-7276,19680313-0150,255.0
I-7276,19780713-0192,98.0
I-7276,19901126-0278,105.0
I-7276,19930820-0313,155.0
I-7276,19910303-0245,126.0
I-7277,19590905-0037,275.0
I-7277,19770502-0170,135.0
I-7277,19920430-0253,134.0
I-7277,19911026-0348,120.0
I-7278,19660630-0141,274.0
I-7278,19781013-0186,122.0
I-7278,19920408-0343,119.0
I-7279,19550826-0076,243.0
I-7279,19770703-0166,120.0
I-7279,19930401-0254,92.0
I-7279,19920309-0349,127.0
I-7280,19610915-0109,254.0
I-7280,19790129-0233,107.0
I-7280,19900202-0287,120.0
I-7281,19691215-0071,275.0
I-7281,19750425-0232,102.0
I-7281,19920403-0319,109.0
I-7281,19900815-0388,110.0
I-7281,19930628-0364,113.0
I-7282,19660422-0098,268.0
I-7282,19750811-0207,128.0
I-7282,19910207-0290,117.0
I-7282,19930808-0285,100.0
I-7283,19661101-0142,248.0
I-7283,19780103-0216,105.0
I-7283,19910219-0330,136.0
I-7283,19900704-0379,138.0
I-7283,19920512-0320,151.0
I-7284,19690322-0050,240.0
I-7284,19790903-0229,120.0
I-7284,19921013-0372,104.0
I-7284,19900614-0263,142.0
I-7284,19930926-0386,108.0
I-7285,19680210-0129,248.0
I-7285,19770215-0185,104.0
I-7285,19930421-0304,90.0
I-7286,19580621-0026,270.0
I-7286,19770222-0184,109.0
I-7286,19931222-0324,117.0
I-7286,19930329-0367,123.0
I-7286,19900521-0298,129.0
I-7287,19650814-0090,268.0
I-7287,19760404-0180,100.0
I-7287,19930906-0361,151.0
I-7287,19931124-0353,118.0
I-7287,19910519-0362,129.0
I-7288,19680807-0024,222.0
I-7288,19780326-0162,150.0
I-7288,19930808-0285,114.0
I-7288,19920902-0296,89.0
I-7288,19911223-0300,134.0
I-7289,19680730-0089,229.0
I-7289,19760411-0165,119.0
I-7289,19930410-0279,141.0
I-7289,19910408-0250,130.0
I-7289,19910926-0315,160.0
I-7290,19660329-0093,259.0
I-7290,19780210-0175,93.0
I-7290,19920815-0382,115.0
I-7291,19550720-0008,274.0
I-7291,19790813-0198,103.0
I-7291,19900416-0384,130.0
I-7291,19920723-0242,81.0
I-7291,19900924-0280,127.0
I-7292,19630509-0113,229.0
I-7292,19770619-0167,137.0
I-7292,19920715-0325,138.0
I-7293,19580526-0034,259.0
I-7293,19781230-0194,102.0
I-7293,19910413-0350,121.0
I-7293,19900705-0286,106.0
I-7293,19931213-0380,108.0
I-7294,19580816-0057,288.0
I-7294,19780725-0206,137.0
I-7294,19900216-0277,159.0
I-7294,19920508-0370,114.0
I-7295,19630426-0135,253.0
I-7295,19750615-0231,114.0
I-7295,19901109-0288,118.0
I-7295,19910408-0250,158.0
I-7295,19920815-0382,120.0
I-7296,19640407-0101,267.0
I-7296,19750630-0161,117.0
I-7296,19921114-0377,98.0
I-7297,19551006-0084,293.0
I-7297,19790129-0233,115.0
I-7297,19920909-0316,137.0
I-7298,19581118-0029,262.0
I-7298,19780215-0235,82.0
I-7298,19920921-0311,146.0
I-7298,19911016-0297,126.0
I-7298,19931222-0324,131.0
I-7299,19630523-0038,268.0
I-7299,19780513-0222,127.0
I-7299,19930808-0285,123.0
I-7299,19910207-0290,109.0
I-7300,19681228-0077,273.0
I-7300,19760106-0153,112.0
I-7300,19930820-0313,142.0
I-7300,19930727-0258,126.0
I-7301,19651129-0082,231.0
I-7301,19750518-0196,132.0
I-7301,19920127-0376,121.0
I-7301,19910505-0351,125.0
I-7302,19660308-0145,274.0
I-7302,19780814-0200,108.0
I-7302,19910819-0292,110.0
I-7303,19650225-0118,298.0
I-7303,19770421-0176,102.0
I-7303,19921024-0306,83.0
I-7303,19910303-0245,89.0
I-7303,19930329-0367,113.0
I-7304,19681130-0059,272.0
I-7304,19760210-0205,116.0
I-7304,19910609-0354,108.0
I-7304,19910528-0269,108.0
I-7304,19910607-0284,108.0
I-7305,19560607-0120,252.0
I-7305,19760902-0214,152.0
I-7305,19931209-0335,85.0
I-7305,19901221-0339,146.0
I-7305,19930820-0313,140.0
I-7306,19550305-0094,241.0
I-7306,19791225-0178,117.0
I-7306,19930329-0367,137.0
I-7306,19930906-0361,119.0
I-7306,19920724-0267,104.0
I-7307,19580330-0073,220.0
I-7307,19781013-0186,111.0
I-7307,19901126-0278,101.0
I-7308,19620411-0069,230.0
I-7308,19750730-0223,127.0
I-7308,19931020-0257,125.0
I-7308,19920921-0311,131.0
I-7308,19930618-0289,102.0
I-7309,19671119-0137,226.0
I-7309,19780210-0175,107.0
I-7309,19900830-0305,152.0
I-7310,19590728-0025,252.0
I-7310,19760910-0228,101.0
I-7310,19910610-0276,96.0
I-7310,19920421-0387,140.0
I-7310,19900216-0277,138.0
I-7311,19660217-0133,284.0
I-7311,19750730-0223,96.0
I-7311,19910609-0354,113.0
I-7311,19930719-0259,121.0
I-7311,19920921-0311,120.0
I-7312,19600219-0015,277.0
I-7312,19750630-0161,138.0
I-7312,19901025-0328,125.0
I-7313,19631213-0144,265.0
I-7313,19770421-0176,126.0
I-7313,19900521-0298,94.0
I-7313,19901025-0328,100.0
I-7313,19920408-0343,111.0
I-7314,19581225-0125,289.0
I-7314,19750811-0207,118.0
I-7314,19910909-0340,103.0
I-7314,19931124-0353,140.0
I-7314,19931028-0303,147.0
I-7315,19580607-0011,265.0
I-7315,19780603-0204,115.0
I-7315,19930719-0259,122.0
I-7315,19910123-0385,109.0
I-7316,19580318-0148,295.0
I-7316,19750330-0155,104.0
I-7316,19920508-0370,152.0
I-7316,19920902-0296,131.0
I-7317,19640308-0078,298.0
I-7317,19750309-0236,108.0
I-7317,19910123-0385,129.0
I-7317,19910213-0264,131.0
I-7317,19920101-0355,153.0
I-7318,19680307-0062,266.0
I-7318,19791228-0227,92.0
I-7318,19900719-0272,157.0
I-7318,19910620-0336,98.0
I-7319,19601207-0100,242.0
I-7319,19790106-0160,104.0
I-7319,19930618-0289,114.0
I-7320,19670223-0014,259.0
I-7320,19750811-0207,107.0
I-7320,19930410-0279,146.0
I-7320,19910219-0330,123.0
I-7321,19560728-0119,249.0
I-7321,19771011-0195,101.0
I-7321,19910730-0248,108.0
I-7321,19901226-0294,110.0
I-7322,19660422-0098,258.0
I-7322,19761107-0217,114.0
I-7322,19920531-0346,151.0
I-7322,19910909-0340,137.0
I-7322,19930505-0314,86.0
I-7323,19560123-0039,268.0
I-7323,19750811-0207,146.0
I-7323,19930811-0347,100.0
I-7324,19630212-0096,231.0
I-7324,19760106-0153,137.0
I-7324,19901026-0369,85.0
I-7325,19551006-0084,266.0
I-7325,19770619-0167,125.0
I-7325,19920727-0356,116.0
I-7325,19920527-0260,123.0
I-7326,19680210-0129,294.0
I-7326,19780321-0151,101.0
I-7326,19930501-0333,144.0
I-7327,19670320-0110,245.0
I-7327,19750813-0225,146.0
I-7327,19920902-0296,82.0
I-7327,19930421-0304,148.0
I-7328,19591012-0095,224.0
I-7328,19771011-0195,134.0
I-7328,19911030-0363,157.0
I-7328,19920724-0267,107.0
I-7328,19900719-0272,117.0
I-7329,19561223-0046,243.0
I-7329,19790903-0229,102.0
I-7329,19931011-0322,141.0
I-7329,19931212-0293,137.0
I-7330,19650225-0118,280.0
I-7330,19751003-0193,135.0
I-7330,19900309-0255,130.0
I-7330,19901126-0278,143.0
I-7330,19900506-0329,125.0
I-7331,19561223-0046,263.0
I-7331,19760404-0180,124.0
I-7331,19911008-0241,132.0
I-7332,19560823-0146,244.0
I-7332,19771104-0213,106.0
I-7332,19900830-0305,136.0
I-7332,19910227-0301,100.0
I-7333,19570727-0040,278.0
I-7333,19760210-0205,131.0
I-7333,19930811-0347,141.0
I-7333,19920421-0387,116.0
I-7334,19560823-0146,274.0
I-7334,19791210-0189,115.0
I-7334,19910430-0390,134.0
I-7335,19640919-0143,242.0
I-7335,19750518-0196,110.0
I-7335,19910519-0362,121.0
I-7336,19690906-0102,241.0
I-7336,19750518-0196,83.0
I-7336,19900704-0379,85.0
I-7336,19931205-0373,119.0
I-7337,19550828-0055,264.0
I-7337,19771011-0195,117.0
I-7337,19930218-0271,137.0
I-7337,19930124-0273,96.0
I-7337,19900521-0298,124.0
I-7338,19581017-0092,287.0
I-7338,19750426-0230,106.0
I-7338,19930727-0258,108.0
I-7339,19600415-0028,260.0
I-7339,19790227-0208,138.0
I-7339,19930130-0359,106.0
I-7339,19920723-0242,125.0
I-7340,19551006-0084,247.0
I-7340,19761126-0183,158.0
I-7340,19930811-0347,123.0
I-7341,19550928-0032,256.0
I-7341,19761124-0173,80.0
I-7341,19920724-0267,101.0
I-7342,19591012-0095,282.0
I-7342,19790227-0218,137.0
I-7342,19910103-0368,105.0
I-7343,19610502-0010,229.0
I-7343,19760210-0205,114.0
I-7343,19911121-0366,136.0
I-7344,19610623-0072,274.0
I-7344,19751003-0193,138.0
I-7344,19910103-0368,104.0
I-7344,19900801-0261,110.0
I-7344,19900830-0305,106.0
I-7345,19630716-0117,243.0
I-7345,19750518-0196,130.0
I-7345,19911121-0366,147.0
I-7346,19690906-0102,265.0
I-7346,19760404-0180,132.0
I-7346,19910702-0389,104.0
I-7346,19901025-0328,120.0
I-7347,19690906-0102,244.0
I-7347,19781121-0159,144.0
I-7347,19900223-0251,118.0
I-7347,19930501-0333,144.0
I-7348,19660422-0098,268.0
I-7348,19770421-0176,153.0
I-7348,19910803-0281,120.0
I-7349,19631230-0070,259.0
I-7349,19780829-0224,114.0
I-7349,19930410-0279,130.0
I-7349,19910819-0292,157.0
I-7349,19920421-0387,106.0
I-7350,19550826-0076,232.0
I-7350,19760710-0210,128.0
I-7350,19900719-0272,155.0
I-7350,19930811-0347,97.0
I-7351,19571206-0122,295.0
I-7351,19770421-0176,127.0
I-7351,19900521-0298,124.0
I-7351,19910926-0315,130.0
I-7351,19910819-0292,102.0
I-7352,19550523-0044,274.0
I-7352,19770721-0174,136.0
I-7352,19910213-0264,120.0
I-7353,19580330-0073,231.0
I-7353,19770502-0170,126.0
I-7353,19930618-0289,128.0
I-7353,19900521-0298,89.0
I-7354,19600503-0067,251.0
I-7354,19770913-0179,128.0
I-7354,19920508-0370,121.0
I-7354,19930727-0258,82.0
I-7354,19921130-0317,139.0
I-7355,19671219-0097,237.0
I-7355,19771213-0157,106.0
I-7355,19910103-0368,157.0
I-7356,19631024-0087,296.0
I-7356,19790214-0226,138.0
I-7356,19930904-0283,101.0
I-7356,19900228-0341,101.0
I-7357,19610213-0104,257.0
I-7357,19750702-0234,128.0
I-7357,19920430-0253,121.0
I-7357,19930505-0314,143.0
I-7357,19900508-0265,112.0
I-7358,19560607-0120,274.0
I-7358,19790227-0218,111.0
I-7358,19930409-0321,123.0
I-7359,19620207-0033,256.0
I-7359,19750518-0196,89.0
I-7359,19911030-0363,118.0
I-7359,19920408-0343,152.0
I-7360,19560807-0056,260.0
I-7360,19781230-0194,150.0
I-7360,19901114-0331,103.0
I-7360,19920727-0356,103.0
I-7361,19650628-0022,245.0
I-7361,19790214-0226,112.0
I-7361,19910608-0275,87.0
I-7362,19561109-0064,277.0
I-7362,19780210-0154,153.0
I-7362,19910607-0284,115.0
I-7362,19920723-0242,141.0
I-7362,19920428-0326,113.0
I-7363,19630716-0117,256.0
I-7363,19780713-0192,120.0
I-7363,19930509-0345,107.0
I-7363,19921013-0274,112.0
I-7363,19901025-0328,129.0
I-7364,19600924-0083,238.0
I-7364,19770913-0179,88.0
I-7364,19930906-0361,132.0
I-7364,19930628-0364,134.0
I-7365,19600219-0015,229.0
I-7365,19780513-0222,112.0
I-7365,19920803-0357,122.0
I-7365,19930528-0342,121.0
I-7365,19930501-0333,131.0
I-7366,19661101-0142,263.0
I-7366,19770222-0184,116.0
I-7366,19930329-0367,127.0
I-7367,19680807-0024,243.0
I-7367,19750330-0155,143.0
I-7367,19910412-0243,110.0
I-7367,19910412-0243,88.0
I-7367,19920428-0326,160.0
I-7368,19560307-0105,243.0
I-7368,19751003-0193,114.0
I-7368,19931020-0257,123.0
I-7368,19920715-0337,151.0
I-7368,19930820-0313,143.0
I-7369,19570730-0081,257.0
I-7369,19790711-0182,124.0
I-7369,19930926-0386,106.0
I-7369,19901109-0288,106.0
I-7370,19550523-0044,265.0
I-7370,19761126-0183,136.0
I-7370,19930913-0358,105.0
I-7370,19910113-0338,110.0
I-7371,19650814-0115,270.0
I-7371,19770519-0215,130.0
I-7371,19900223-0251,136.0
I-7371,19931028-0303,126.0
I-7372,19631230-0070,248.0
I-7372,19780409-0209,115.0
I-7372,19910303-0245,95.0
I-7373,19591024-0134,232.0
I-7373,19790227-0181,89.0
I-7373,19900309-0255,113.0
I-7374,19631230-0070,276.0
I-7374,19790618-0163,131.0
I-7374,19930618-0289,115.0
I-7374,19931209-0335,116.0
I-7374,19920815-0382,123.0
I-7375,19580826-0006,262.0
I-7375,19761126-0183,120.0
I-7375,19910413-0350,136.0
I-7375,19931124-0353,133.0
I-7375,19931222-0324,134.0
I-7376,19670622-0114,271.0
I-7376,19760411-0165,117.0
I-7376,19900803-0270,123.0
I-7376,19930130-0359,117.0
I-7376,19910213-0264,99.0
I-7377,19670315-0036,258.0
I-7377,19750730-0223,128.0
I-7377,19900228-0341,87.0
I-7378,19560823-0146,260.0
I-7378,19751128-0211,104.0
I-7378,19901114-0331,133.0
I-7378,19931108-0310,116.0
I-7379,19671219-0097,248.0
I-7379,19760210-0205,147.0
I-7379,19910730-0248,136.0
I-7379,19910430-0390,95.0
I-7379,19930719-0259,133.0
I-7380,19630705-0111,285.0
I-7380,19760106-0153,101.0
I-7380,19930820-0313,140.0
I-7380,19930501-0333,100.0
I-7380,19930410-0279,127.0
I-7381,19580826-0006,247.0
I-7381,19781013-0186,121.0
I-7381,19930501-0333,119.0
I-7381,19921013-0372,109.0
I-7381,19900223-0251,81.0
I-7382,19580816-0057,227.0
I-7382,19751014-0191,115.0
I-7382,19920430-0253,91.0
I-7382,19910412-0243,134.0
I-7382,19910609-0354,136.0
I-7383,19570327-0091,299.0
I-7383,19791210-0189,120.0
I-7383,19910123-0385,103.0
I-7383,19920310-0256,134.0
I-7383,19901109-0288,100.0
I-7384,19640407-0101,240.0
I-7384,19770310-0188,108.0
I-7384,19910219-0330,139.0
I-7384,19911106-0344,137.0
I-7384,19910412-0243,127.0
I-7385,19560102-0063,268.0
I-7385,19791210-0189,143.0
I-7385,19910207-0290,109.0
I-7385,19920921-0268,125.0
I-7385,19910904-0383,93.0
I-7386,19550305-0094,291.0
I-7386,19790526-0219,94.0
I-7386,19920218-0266,117.0
I-7386,19910730-0248,126.0
I-7387,19681228-0077,225.0
I-7387,19790526-0219,132.0
I-7387,19931108-0310,152.0
I-7387,19920723-0242,100.0
I-7387,19930820-0313,121.0
I-7388,19601225-0079,227.0
I-7388,19790129-0233,124.0
I-7388,19931108-0310,149.0
I-7389,19570315-0106,256.0
I-7389,19780713-0192,139.0
I-7389,19900515-0374,102.0
I-7389,19910103-0368,160.0
I-7389,19921114-0377,91.0
I-7390,19610301-0035,225.0
I-7390,19790727-0212,109.0
