courseCode,studyPeriod,academicYear,teacherID,hours,courseInstance
1916,1.0,2020-2021,19551006-0084,260.0,I-7000
1916,1.0,2020-2021,19750309-0236,120.0,I-7000
1916,1.0,2020-2021,19900801-0261,120.0,I-7000
1916,1.0,2020-2021,19921222-0299,140.0,I-7000
1916,1.0,2020-2021,19901025-0328,140.0,I-7000
1881,4.0,2020-2021,19620207-0033,260.0,I-7001
1881,4.0,2020-2021,19750615-0231,100.0,I-7001
1881,4.0,2020-2021,19901221-0339,100.0,I-7001
1851,1.0,2020-2021,19591024-0134,280.0,I-7002
1851,1.0,2020-2021,19780725-0206,140.0,I-7002
1851,1.0,2020-2021,19920531-0346,100.0,I-7002
1851,1.0,2020-2021,19930808-0285,100.0,I-7002
1818,3.0,2020-2021,19600422-0103,240.0,I-7003
1818,3.0,2020-2021,19750330-0155,120.0,I-7003
1818,3.0,2020-2021,19920310-0256,140.0,I-7003
1818,3.0,2020-2021,19931124-0353,100.0,I-7003
1772,1.0,2020-2021,19570303-0075,260.0,I-7004
1772,1.0,2020-2021,19780603-0204,120.0,I-7004
1772,1.0,2020-2021,19930130-0359,140.0,I-7004
1385,4.0,2020-2021,19670827-0016,280.0,I-7005
1385,4.0,2020-2021,19750322-0237,120.0,I-7005
1385,4.0,2020-2021,19930409-0309,100.0,I-7005
1385,4.0,2020-2021,19930628-0364,100.0,I-7005
1385,4.0,2020-2021,19921130-0317,140.0,I-7005
1325,2.0,2020-2021,19590728-0025,280.0,I-7006
1325,2.0,2020-2021,19780326-0162,120.0,I-7006
1325,2.0,2020-2021,19930820-0313,120.0,I-7006
1325,2.0,2020-2021,19910721-0295,120.0,I-7006
1234,2.0,2020-2021,19550711-0001,280.0,I-7007
1234,2.0,2020-2021,19781125-0171,140.0,I-7007
1234,2.0,2020-2021,19910721-0295,140.0,I-7007
1234,2.0,2020-2021,19931212-0293,120.0,I-7007
1148,1.0,2020-2021,19550419-0012,260.0,I-7008
1148,1.0,2020-2021,19761124-0173,140.0,I-7008
1148,1.0,2020-2021,19901126-0278,140.0,I-7008
1148,1.0,2020-2021,19921121-0307,140.0,I-7008
1104,2.0,2020-2021,19630523-0038,280.0,I-7009
1104,2.0,2020-2021,19760411-0165,140.0,I-7009
1104,2.0,2020-2021,19900515-0374,140.0,I-7009
1081,4.0,2020-2021,19551112-0017,260.0,I-7010
1081,4.0,2020-2021,19790227-0208,120.0,I-7010
1081,4.0,2020-2021,19920428-0326,120.0,I-7010
1081,4.0,2020-2021,19900416-0384,120.0,I-7010
1081,4.0,2020-2021,19931124-0353,120.0,I-7010
1665,4.0,2021-2022,19600315-0045,280.0,I-7011
1665,4.0,2021-2022,19790106-0160,120.0,I-7011
1665,4.0,2021-2022,19911030-0363,100.0,I-7011
1665,4.0,2021-2022,19930124-0273,100.0,I-7011
1800,4.0,2021-2022,19610904-0043,280.0,I-7012
1800,4.0,2021-2022,19780321-0151,140.0,I-7012
1800,4.0,2021-2022,19911030-0363,140.0,I-7012
1800,4.0,2021-2022,19930410-0279,100.0,I-7012
1800,4.0,2021-2022,19910123-0385,100.0,I-7012
1449,4.0,2021-2022,19610904-0043,240.0,I-7013
1449,4.0,2021-2022,19750322-0237,120.0,I-7013
1449,4.0,2021-2022,19900521-0298,140.0,I-7013
1449,4.0,2021-2022,19930528-0342,120.0,I-7013
1200,4.0,2021-2022,19550512-0123,260.0,I-7014
1200,4.0,2021-2022,19780513-0222,140.0,I-7014
1200,4.0,2021-2022,19930628-0364,100.0,I-7014
1200,4.0,2021-2022,19920428-0326,140.0,I-7014
1200,4.0,2021-2022,19910904-0383,140.0,I-7014
1103,2.0,2021-2022,19580526-0034,260.0,I-7015
1103,2.0,2021-2022,19790227-0208,120.0,I-7015
1103,2.0,2021-2022,19911121-0366,100.0,I-7015
1103,2.0,2021-2022,19910505-0351,100.0,I-7015
1982,1.0,2021-2022,19640810-0127,240.0,I-7016
1982,1.0,2021-2022,19760411-0165,140.0,I-7016
1982,1.0,2021-2022,19900515-0374,100.0,I-7016
1945,4.0,2021-2022,19581008-0048,260.0,I-7017
1945,4.0,2021-2022,19750615-0231,100.0,I-7017
1945,4.0,2021-2022,19920421-0387,100.0,I-7017
1945,4.0,2021-2022,19911016-0297,120.0,I-7017
1868,4.0,2021-2022,19580621-0026,260.0,I-7018
1868,4.0,2021-2022,19780725-0206,140.0,I-7018
1868,4.0,2021-2022,19930618-0289,140.0,I-7018
1868,4.0,2021-2022,19910111-0323,140.0,I-7018
1868,4.0,2021-2022,19911121-0366,120.0,I-7018
1806,4.0,2021-2022,19550720-0008,240.0,I-7019
1806,4.0,2021-2022,19770219-0187,140.0,I-7019
1806,4.0,2021-2022,19930406-0371,120.0,I-7019
1806,4.0,2021-2022,19930528-0342,100.0,I-7019
1764,2.0,2021-2022,19660422-0098,260.0,I-7020
1764,2.0,2021-2022,19780713-0192,140.0,I-7020
1764,2.0,2021-2022,19910430-0390,120.0,I-7020
1457,2.0,2021-2022,19620221-0139,260.0,I-7021
1457,2.0,2021-2022,19750702-0234,140.0,I-7021
1457,2.0,2021-2022,19920909-0316,120.0,I-7021
1457,2.0,2021-2022,19900614-0263,140.0,I-7021
1411,3.0,2021-2022,19600803-0124,280.0,I-7022
1411,3.0,2021-2022,19761126-0183,100.0,I-7022
1411,3.0,2021-2022,19901114-0331,100.0,I-7022
1411,3.0,2021-2022,19910207-0290,140.0,I-7022
1411,3.0,2021-2022,19931216-0360,140.0,I-7022
1402,1.0,2021-2022,19660308-0145,280.0,I-7023
1402,1.0,2021-2022,19790227-0218,120.0,I-7023
1402,1.0,2021-2022,19921222-0299,100.0,I-7023
1402,1.0,2021-2022,19900416-0384,120.0,I-7023
1402,1.0,2021-2022,19910620-0336,120.0,I-7023
1357,4.0,2021-2022,19551006-0084,240.0,I-7024
1357,4.0,2021-2022,19760101-0164,100.0,I-7024
1357,4.0,2021-2022,19921222-0299,140.0,I-7024
1334,1.0,2021-2022,19680210-0129,240.0,I-7025
1334,1.0,2021-2022,19760411-0165,120.0,I-7025
1334,1.0,2021-2022,19930130-0359,100.0,I-7025
1334,1.0,2021-2022,19920512-0320,140.0,I-7025
1334,1.0,2021-2022,19920815-0382,140.0,I-7025
1250,3.0,2021-2022,19680624-0027,260.0,I-7026
1250,3.0,2021-2022,19790227-0218,120.0,I-7026
1250,3.0,2021-2022,19900803-0270,100.0,I-7026
1833,3.0,2022-2023,19581118-0029,240.0,I-7027
1833,3.0,2022-2023,19760101-0164,140.0,I-7027
1833,3.0,2022-2023,19930719-0259,120.0,I-7027
1833,3.0,2022-2023,19921114-0377,100.0,I-7027
1671,3.0,2022-2023,19610915-0109,260.0,I-7028
1671,3.0,2022-2023,19790618-0163,100.0,I-7028
1671,3.0,2022-2023,19920408-0343,100.0,I-7028
1671,3.0,2022-2023,19920430-0253,100.0,I-7028
1404,2.0,2022-2023,19670827-0016,240.0,I-7029
1404,2.0,2022-2023,19751014-0191,140.0,I-7029
1404,2.0,2022-2023,19911121-0366,120.0,I-7029
1404,2.0,2022-2023,19921230-0327,140.0,I-7029
1347,3.0,2022-2023,19650225-0118,240.0,I-7030
1347,3.0,2022-2023,19780210-0175,100.0,I-7030
1347,3.0,2022-2023,19910909-0340,140.0,I-7030
1761,1.0,2022-2023,19640114-0132,240.0,I-7031
1761,1.0,2022-2023,19750130-0240,100.0,I-7031
1761,1.0,2022-2023,19931124-0353,100.0,I-7031
1645,3.0,2022-2023,19590905-0037,260.0,I-7032
1645,3.0,2022-2023,19780513-0222,120.0,I-7032
1645,3.0,2022-2023,19920723-0242,120.0,I-7032
1515,1.0,2022-2023,19660329-0093,260.0,I-7033
1515,1.0,2022-2023,19750630-0161,100.0,I-7033
1515,1.0,2022-2023,19920127-0376,120.0,I-7033
1515,1.0,2022-2023,19930205-0247,120.0,I-7033
1436,1.0,2022-2023,19560228-0121,280.0,I-7034
1436,1.0,2022-2023,19760101-0164,140.0,I-7034
1436,1.0,2022-2023,19930205-0247,120.0,I-7034
1434,3.0,2022-2023,19581008-0048,280.0,I-7035
1434,3.0,2022-2023,19781121-0159,100.0,I-7035
1434,3.0,2022-2023,19901126-0278,140.0,I-7035
1434,3.0,2022-2023,19930811-0347,140.0,I-7035
1332,1.0,2022-2023,19680210-0129,260.0,I-7036
1332,1.0,2022-2023,19781230-0194,100.0,I-7036
1332,1.0,2022-2023,19930906-0361,140.0,I-7036
1332,1.0,2022-2023,19900228-0341,140.0,I-7036
1303,3.0,2022-2023,19601207-0100,280.0,I-7037
1303,3.0,2022-2023,19750615-0231,140.0,I-7037
1303,3.0,2022-2023,19930926-0386,120.0,I-7037
1303,3.0,2022-2023,19910512-0312,100.0,I-7037
1298,1.0,2022-2023,19571206-0122,260.0,I-7038
1298,1.0,2022-2023,19761107-0217,140.0,I-7038
1298,1.0,2022-2023,19910219-0330,120.0,I-7038
1091,3.0,2022-2023,19600924-0083,260.0,I-7039
1091,3.0,2022-2023,19790711-0182,100.0,I-7039
1091,3.0,2022-2023,19900216-0277,140.0,I-7039
1091,3.0,2022-2023,19920508-0370,100.0,I-7039
1091,3.0,2022-2023,19930607-0308,140.0,I-7039
1455,3.0,2023-2024,19651010-0130,260.0,I-7040
1455,3.0,2023-2024,19760101-0164,140.0,I-7040
1455,3.0,2023-2024,19901109-0288,120.0,I-7040
1455,3.0,2023-2024,19920715-0325,120.0,I-7040
1455,3.0,2023-2024,19910909-0340,100.0,I-7040
1168,4.0,2023-2024,19560321-0031,280.0,I-7041
1168,4.0,2023-2024,19780725-0206,100.0,I-7041
1168,4.0,2023-2024,19920715-0337,100.0,I-7041
1168,4.0,2023-2024,19920815-0382,140.0,I-7041
1168,4.0,2023-2024,19931011-0322,140.0,I-7041
1719,3.0,2023-2024,19570730-0081,260.0,I-7042
1719,3.0,2023-2024,19751014-0191,120.0,I-7042
1719,3.0,2023-2024,19930811-0347,100.0,I-7042
1692,2.0,2023-2024,19550419-0012,240.0,I-7043
1692,2.0,2023-2024,19781125-0171,140.0,I-7043
1692,2.0,2023-2024,19920803-0357,140.0,I-7043
1692,2.0,2023-2024,19910721-0295,120.0,I-7043
1421,1.0,2023-2024,19590416-0060,240.0,I-7044
1421,1.0,2023-2024,19750319-0156,120.0,I-7044
1421,1.0,2023-2024,19930607-0308,100.0,I-7044
1409,2.0,2023-2024,19600610-0049,280.0,I-7045
1409,2.0,2023-2024,19770502-0170,140.0,I-7045
1409,2.0,2023-2024,19910609-0354,140.0,I-7045
1939,2.0,2023-2024,19580318-0148,240.0,I-7046
1939,2.0,2023-2024,19790813-0198,120.0,I-7046
1939,2.0,2023-2024,19920127-0376,100.0,I-7046
1877,1.0,2023-2024,19581008-0048,240.0,I-7047
1877,1.0,2023-2024,19790510-0202,100.0,I-7047
1877,1.0,2023-2024,19900815-0388,120.0,I-7047
1790,4.0,2023-2024,19600503-0067,240.0,I-7048
1790,4.0,2023-2024,19760411-0165,140.0,I-7048
1790,4.0,2023-2024,19930218-0271,100.0,I-7048
1672,4.0,2023-2024,19550512-0123,240.0,I-7049
1672,4.0,2023-2024,19790106-0160,120.0,I-7049
1672,4.0,2023-2024,19910505-0351,120.0,I-7049
1672,4.0,2023-2024,19920921-0268,140.0,I-7049
1373,4.0,2023-2024,19610904-0043,240.0,I-7050
1373,4.0,2023-2024,19761107-0217,140.0,I-7050
1373,4.0,2023-2024,19930218-0271,140.0,I-7050
1368,4.0,2023-2024,19610904-0043,240.0,I-7051
1368,4.0,2023-2024,19780513-0222,100.0,I-7051
1368,4.0,2023-2024,19921013-0274,120.0,I-7051
1368,4.0,2023-2024,19931216-0360,100.0,I-7051
1342,1.0,2023-2024,19580816-0057,260.0,I-7052
1342,1.0,2023-2024,19770721-0174,120.0,I-7052
1342,1.0,2023-2024,19920408-0343,120.0,I-7052
1342,1.0,2023-2024,19930628-0364,100.0,I-7052
1317,4.0,2023-2024,19600219-0015,260.0,I-7053
1317,4.0,2023-2024,19791228-0227,100.0,I-7053
1317,4.0,2023-2024,19930719-0259,140.0,I-7053
1317,4.0,2023-2024,19930501-0333,120.0,I-7053
1316,4.0,2023-2024,19551006-0084,280.0,I-7054
1316,4.0,2023-2024,19751128-0211,120.0,I-7054
1316,4.0,2023-2024,19900803-0270,140.0,I-7054
1309,4.0,2023-2024,19620411-0069,240.0,I-7055
1309,4.0,2023-2024,19750811-0207,140.0,I-7055
1309,4.0,2023-2024,19930808-0285,120.0,I-7055
1275,3.0,2023-2024,19690729-0051,260.0,I-7056
1275,3.0,2023-2024,19770222-0184,100.0,I-7056
1275,3.0,2023-2024,19930517-0365,120.0,I-7056
1859,3.0,2024-2025,19690906-0102,240.0,I-7057
1859,3.0,2024-2025,19751128-0211,100.0,I-7057
1859,3.0,2024-2025,19930926-0386,140.0,I-7057
1859,3.0,2024-2025,19920715-0325,100.0,I-7057
1859,3.0,2024-2025,19931124-0353,120.0,I-7057
1991,3.0,2024-2025,19650109-0128,280.0,I-7058
1991,3.0,2024-2025,19760710-0210,100.0,I-7058
1991,3.0,2024-2025,19921130-0317,100.0,I-7058
1991,3.0,2024-2025,19930218-0271,120.0,I-7058
1904,1.0,2024-2025,19580526-0034,280.0,I-7059
1904,1.0,2024-2025,19750130-0240,120.0,I-7059
1904,1.0,2024-2025,19930406-0371,100.0,I-7059
1904,1.0,2024-2025,19910702-0389,120.0,I-7059
1904,1.0,2024-2025,19921230-0327,140.0,I-7059
1667,4.0,2024-2025,19640407-0101,280.0,I-7060
1667,4.0,2024-2025,19760106-0153,140.0,I-7060
1667,4.0,2024-2025,19910227-0301,120.0,I-7060
1642,4.0,2024-2025,19560228-0121,240.0,I-7061
1642,4.0,2024-2025,19780829-0224,140.0,I-7061
1642,4.0,2024-2025,19910620-0336,120.0,I-7061
1508,1.0,2024-2025,19590416-0060,280.0,I-7062
1508,1.0,2024-2025,19770922-0197,120.0,I-7062
1508,1.0,2024-2025,19910730-0248,100.0,I-7062
1332,3.0,2024-2025,19651129-0082,240.0,I-7063
1332,3.0,2024-2025,19761126-0183,140.0,I-7063
1332,3.0,2024-2025,19920723-0242,140.0,I-7063
1332,3.0,2024-2025,19930124-0273,140.0,I-7063
1901,2.0,2024-2025,19581118-0029,280.0,I-7064
1901,2.0,2024-2025,19760404-0180,120.0,I-7064
1901,2.0,2024-2025,19910609-0354,140.0,I-7064
1901,2.0,2024-2025,19930401-0254,140.0,I-7064
1853,2.0,2024-2025,19600803-0124,260.0,I-7065
1853,2.0,2024-2025,19750330-0155,140.0,I-7065
1853,2.0,2024-2025,19930913-0358,140.0,I-7065
1853,2.0,2024-2025,19900803-0270,100.0,I-7065
1771,2.0,2024-2025,19651129-0082,280.0,I-7066
1771,2.0,2024-2025,19750702-0234,100.0,I-7066
1771,2.0,2024-2025,19900506-0329,140.0,I-7066
1771,2.0,2024-2025,19920727-0356,120.0,I-7066
1692,2.0,2024-2025,19660329-0093,240.0,I-7067
1692,2.0,2024-2025,19780603-0204,140.0,I-7067
1692,2.0,2024-2025,19910219-0330,120.0,I-7067
1692,2.0,2024-2025,19931216-0360,140.0,I-7067
1692,2.0,2024-2025,19910609-0354,120.0,I-7067
1633,4.0,2024-2025,19630224-0041,240.0,I-7068
1633,4.0,2024-2025,19750630-0161,140.0,I-7068
1633,4.0,2024-2025,19900521-0298,120.0,I-7068
1574,2.0,2024-2025,19550419-0012,280.0,I-7069
1574,2.0,2024-2025,19790813-0198,140.0,I-7069
1574,2.0,2024-2025,19920430-0253,100.0,I-7069
1513,1.0,2024-2025,19681228-0077,240.0,I-7070
1513,1.0,2024-2025,19761124-0173,140.0,I-7070
1513,1.0,2024-2025,19930421-0304,100.0,I-7070
1513,1.0,2024-2025,19921225-0352,100.0,I-7070
1513,1.0,2024-2025,19901025-0328,140.0,I-7070
1507,2.0,2024-2025,19601109-0066,260.0,I-7071
1507,2.0,2024-2025,19750701-0238,100.0,I-7071
1507,2.0,2024-2025,19910406-0302,140.0,I-7071
1507,2.0,2024-2025,19930913-0358,120.0,I-7071
1507,2.0,2024-2025,19910413-0350,100.0,I-7071
1382,4.0,2024-2025,19630212-0096,280.0,I-7072
1382,4.0,2024-2025,19751107-0152,140.0,I-7072
1382,4.0,2024-2025,19910730-0248,120.0,I-7072
1291,3.0,2024-2025,19630316-0005,280.0,I-7073
1291,3.0,2024-2025,19781230-0194,100.0,I-7073
1291,3.0,2024-2025,19920421-0387,100.0,I-7073
1291,3.0,2024-2025,19910608-0275,140.0,I-7073
1291,3.0,2024-2025,19920727-0356,100.0,I-7073
1062,2.0,2024-2025,19680807-0024,240.0,I-7074
1062,2.0,2024-2025,19750330-0155,140.0,I-7074
1062,2.0,2024-2025,19930409-0321,120.0,I-7074
1062,2.0,2024-2025,19920309-0349,140.0,I-7074
1062,2.0,2024-2025,19910227-0301,100.0,I-7074
1034,2.0,2024-2025,19650814-0115,240.0,I-7075
1034,2.0,2024-2025,19790618-0163,120.0,I-7075
1034,2.0,2024-2025,19910803-0281,120.0,I-7075
1034,2.0,2024-2025,19930410-0279,120.0,I-7075
1034,2.0,2024-2025,19921230-0327,120.0,I-7075
1030,4.0,2024-2025,19580826-0006,280.0,I-7076
1030,4.0,2024-2025,19750425-0232,140.0,I-7076
1030,4.0,2024-2025,19931222-0324,140.0,I-7076
1030,4.0,2024-2025,19910123-0385,140.0,I-7076
1678,3.0,2025-2026,19691215-0071,280.0,I-7077
1678,3.0,2025-2026,19750426-0230,120.0,I-7077
1678,3.0,2025-2026,19910721-0295,140.0,I-7077
1678,3.0,2025-2026,19930528-0342,120.0,I-7077
1030,3.0,2025-2026,19660718-0030,280.0,I-7078
1030,3.0,2025-2026,19750811-0207,100.0,I-7078
1030,3.0,2025-2026,19911026-0348,100.0,I-7078
1030,3.0,2025-2026,19930926-0386,140.0,I-7078
1453,2.0,2025-2026,19650628-0022,280.0,I-7079
1453,2.0,2025-2026,19770212-0168,140.0,I-7079
1453,2.0,2025-2026,19921020-0378,100.0,I-7079
1453,2.0,2025-2026,19910103-0368,140.0,I-7079
1453,2.0,2025-2026,19931205-0373,100.0,I-7079
1196,4.0,2025-2026,19581017-0092,260.0,I-7080
1196,4.0,2025-2026,19790106-0160,140.0,I-7080
1196,4.0,2025-2026,19921121-0307,140.0,I-7080
1196,4.0,2025-2026,19910103-0368,120.0,I-7080
1196,4.0,2025-2026,19910909-0340,120.0,I-7080
1175,4.0,2025-2026,19551112-0017,280.0,I-7081
1175,4.0,2025-2026,19791210-0189,140.0,I-7081
1175,4.0,2025-2026,19930131-0334,120.0,I-7081
1175,4.0,2025-2026,19930517-0365,140.0,I-7081
1175,4.0,2025-2026,19910123-0385,140.0,I-7081
1099,3.0,2025-2026,19600924-0083,280.0,I-7082
1099,3.0,2025-2026,19770215-0185,100.0,I-7082
1099,3.0,2025-2026,19930628-0364,140.0,I-7082
1756,1.0,2025-2026,19560823-0146,280.0,I-7083
1756,1.0,2025-2026,19780326-0162,120.0,I-7083
1756,1.0,2025-2026,19910430-0390,140.0,I-7083
1756,1.0,2025-2026,19931216-0360,120.0,I-7083
1756,1.0,2025-2026,19931212-0293,100.0,I-7083
1708,4.0,2025-2026,19640910-0136,280.0,I-7084
1708,4.0,2025-2026,19751003-0193,100.0,I-7084
1708,4.0,2025-2026,19930505-0314,140.0,I-7084
1708,4.0,2025-2026,19930421-0304,120.0,I-7084
1708,4.0,2025-2026,19910608-0275,100.0,I-7084
1677,1.0,2025-2026,19580526-0034,280.0,I-7085
1677,1.0,2025-2026,19761107-0217,120.0,I-7085
1677,1.0,2025-2026,19911030-0363,100.0,I-7085
1677,1.0,2025-2026,19920512-0320,140.0,I-7085
1677,1.0,2025-2026,19901026-0369,140.0,I-7085
1609,2.0,2025-2026,19560607-0120,260.0,I-7086
1609,2.0,2025-2026,19770421-0177,120.0,I-7086
1609,2.0,2025-2026,19930131-0334,100.0,I-7086
1609,2.0,2025-2026,19910113-0338,100.0,I-7086
1158,2.0,2025-2026,19610213-0104,280.0,I-7087
1158,2.0,2025-2026,19770721-0174,140.0,I-7087
1158,2.0,2025-2026,19911106-0344,100.0,I-7087
1126,1.0,2025-2026,19640407-0101,240.0,I-7088
1126,1.0,2025-2026,19790318-0172,120.0,I-7088
1126,1.0,2025-2026,19920430-0253,120.0,I-7088
1095,1.0,2025-2026,19691215-0071,280.0,I-7089
1095,1.0,2025-2026,19790526-0219,120.0,I-7089
1095,1.0,2025-2026,19910412-0243,100.0,I-7089
1095,1.0,2025-2026,19920921-0268,120.0,I-7089
1095,1.0,2025-2026,19900803-0270,120.0,I-7089
1062,4.0,2025-2026,19600630-0020,260.0,I-7090
1062,4.0,2025-2026,19750702-0234,100.0,I-7090
1062,4.0,2025-2026,19931222-0324,120.0,I-7090
1062,4.0,2025-2026,19931205-0373,140.0,I-7090
1285,3.0,2026-2027,19560102-0063,240.0,I-7091
1285,3.0,2026-2027,19780513-0222,140.0,I-7091
1285,3.0,2026-2027,19920309-0349,120.0,I-7091
1221,4.0,2026-2027,19580922-0131,240.0,I-7092
1221,4.0,2026-2027,19770212-0168,120.0,I-7092
1221,4.0,2026-2027,19900803-0270,140.0,I-7092
1373,4.0,2026-2027,19561112-0009,280.0,I-7093
1373,4.0,2026-2027,19770703-0166,140.0,I-7093
1373,4.0,2026-2027,19910721-0295,140.0,I-7093
1132,1.0,2026-2027,19660630-0141,260.0,I-7094
1132,1.0,2026-2027,19771011-0195,120.0,I-7094
1132,1.0,2026-2027,19930410-0279,140.0,I-7094
1132,1.0,2026-2027,19930808-0285,120.0,I-7094
1132,1.0,2026-2027,19931011-0322,140.0,I-7094
1871,2.0,2026-2027,19560407-0068,240.0,I-7095
1871,2.0,2026-2027,19771104-0213,120.0,I-7095
1871,2.0,2026-2027,19930124-0273,120.0,I-7095
1871,2.0,2026-2027,19910610-0276,100.0,I-7095
1691,1.0,2026-2027,19600422-0103,240.0,I-7096
1691,1.0,2026-2027,19750702-0234,120.0,I-7096
1691,1.0,2026-2027,19901126-0278,120.0,I-7096
1650,3.0,2026-2027,19650225-0118,280.0,I-7097
1650,3.0,2026-2027,19780321-0151,140.0,I-7097
1650,3.0,2026-2027,19930607-0308,120.0,I-7097
1650,3.0,2026-2027,19900830-0305,120.0,I-7097
1650,3.0,2026-2027,19900924-0280,100.0,I-7097
1556,4.0,2026-2027,19580318-0148,260.0,I-7098
1556,4.0,2026-2027,19760106-0153,100.0,I-7098
1556,4.0,2026-2027,19930218-0271,100.0,I-7098
1556,4.0,2026-2027,19920408-0343,120.0,I-7098
1556,4.0,2026-2027,19901221-0339,120.0,I-7098
1548,4.0,2026-2027,19590811-0058,280.0,I-7099
1548,4.0,2026-2027,19790214-0226,100.0,I-7099
1548,4.0,2026-2027,19901110-0249,140.0,I-7099
1548,4.0,2026-2027,19920427-0252,140.0,I-7099
1352,3.0,2026-2027,19650225-0118,280.0,I-7100
1352,3.0,2026-2027,19780603-0204,140.0,I-7100
1352,3.0,2026-2027,19930409-0309,140.0,I-7100
1235,3.0,2026-2027,19610904-0043,260.0,I-7101
1235,3.0,2026-2027,19780210-0175,120.0,I-7101
1235,3.0,2026-2027,19900614-0263,100.0,I-7101
1235,3.0,2026-2027,19930329-0367,140.0,I-7101
1202,1.0,2026-2027,19550828-0055,240.0,I-7102
1202,1.0,2026-2027,19760106-0153,140.0,I-7102
1202,1.0,2026-2027,19900704-0379,120.0,I-7102
1191,1.0,2026-2027,19560321-0031,280.0,I-7103
1191,1.0,2026-2027,19751003-0193,100.0,I-7103
1191,1.0,2026-2027,19910412-0243,100.0,I-7103
1191,1.0,2026-2027,19910213-0264,140.0,I-7103
1186,4.0,2026-2027,19550609-0065,240.0,I-7104
1186,4.0,2026-2027,19750319-0156,100.0,I-7104
1186,4.0,2026-2027,19921130-0317,120.0,I-7104
1186,4.0,2026-2027,19911030-0363,140.0,I-7104
1186,4.0,2026-2027,19930409-0321,140.0,I-7104
1163,2.0,2026-2027,19630523-0038,260.0,I-7105
1163,2.0,2026-2027,19751014-0191,100.0,I-7105
1163,2.0,2026-2027,19901026-0369,100.0,I-7105
1163,2.0,2026-2027,19911026-0348,140.0,I-7105
1091,1.0,2026-2027,19691215-0071,240.0,I-7106
1091,1.0,2026-2027,19770703-0166,100.0,I-7106
1091,1.0,2026-2027,19911106-0344,100.0,I-7106
1050,2.0,2026-2027,19600610-0049,280.0,I-7107
1050,2.0,2026-2027,19790214-0226,120.0,I-7107
1050,2.0,2026-2027,19930124-0273,100.0,I-7107
1050,2.0,2026-2027,19910819-0292,140.0,I-7107
1025,2.0,2026-2027,19640919-0143,260.0,I-7108
1025,2.0,2026-2027,19760106-0153,100.0,I-7108
1025,2.0,2026-2027,19930719-0259,100.0,I-7108
1025,2.0,2026-2027,19931020-0257,120.0,I-7108
1025,2.0,2026-2027,19911223-0291,140.0,I-7108
1520,3.0,2010-2011,19600808-0086,240.0,I-7109
1520,3.0,2010-2011,19780210-0175,140.0,I-7109
1520,3.0,2010-2011,19910803-0281,140.0,I-7109
1825,4.0,2010-2011,19580330-0073,260.0,I-7110
1825,4.0,2010-2011,19770421-0176,100.0,I-7110
1825,4.0,2010-2011,19920803-0357,120.0,I-7110
1825,4.0,2010-2011,19930131-0334,120.0,I-7110
1722,2.0,2010-2011,19640131-0002,240.0,I-7111
1722,2.0,2010-2011,19771115-0203,120.0,I-7111
1722,2.0,2010-2011,19910721-0295,140.0,I-7111
1722,2.0,2010-2011,19920427-0252,100.0,I-7111
1722,2.0,2010-2011,19901025-0328,140.0,I-7111
1858,3.0,2010-2011,19560307-0105,280.0,I-7112
1858,3.0,2010-2011,19770703-0166,100.0,I-7112
1858,3.0,2010-2011,19911121-0366,100.0,I-7112
1858,3.0,2010-2011,19920218-0266,100.0,I-7112
1858,3.0,2010-2011,19930410-0279,120.0,I-7112
1803,2.0,2010-2011,19640114-0132,260.0,I-7113
1803,2.0,2010-2011,19790227-0218,120.0,I-7113
1803,2.0,2010-2011,19921013-0372,140.0,I-7113
1803,2.0,2010-2011,19910608-0275,120.0,I-7113
1803,2.0,2010-2011,19911016-0297,140.0,I-7113
1761,3.0,2010-2011,19600610-0049,260.0,I-7114
1761,3.0,2010-2011,19750615-0231,120.0,I-7114
1761,3.0,2010-2011,19930409-0321,120.0,I-7114
1726,1.0,2010-2011,19650814-0090,260.0,I-7115
1726,1.0,2010-2011,19780103-0216,120.0,I-7115
1726,1.0,2010-2011,19930130-0359,140.0,I-7115
1726,1.0,2010-2011,19901110-0249,120.0,I-7115
1726,1.0,2010-2011,19920921-0268,100.0,I-7115
1707,3.0,2010-2011,19640407-0101,260.0,I-7116
1707,3.0,2010-2011,19780326-0162,100.0,I-7116
1707,3.0,2010-2011,19911223-0300,140.0,I-7116
1707,3.0,2010-2011,19920512-0320,120.0,I-7116
1653,2.0,2010-2011,19591120-0053,240.0,I-7117
1653,2.0,2010-2011,19750319-0156,120.0,I-7117
1653,2.0,2010-2011,19900202-0287,120.0,I-7117
1653,2.0,2010-2011,19931216-0360,100.0,I-7117
1529,3.0,2010-2011,19660329-0093,260.0,I-7118
1529,3.0,2010-2011,19751003-0193,120.0,I-7118
1529,3.0,2010-2011,19930329-0367,140.0,I-7118
1529,3.0,2010-2011,19930906-0361,140.0,I-7118
1529,3.0,2010-2011,19920309-0349,100.0,I-7118
1495,2.0,2010-2011,19560307-0105,280.0,I-7119
1495,2.0,2010-2011,19780814-0200,100.0,I-7119
1495,2.0,2010-2011,19910702-0389,140.0,I-7119
1495,2.0,2010-2011,19920527-0260,100.0,I-7119
1463,3.0,2010-2011,19550928-0032,260.0,I-7120
1463,3.0,2010-2011,19780210-0154,140.0,I-7120
1463,3.0,2010-2011,19930509-0345,100.0,I-7120
1463,3.0,2010-2011,19910406-0302,140.0,I-7120
